id	Spalte	text	Keyword	property	Themenwert
68.7	ti	Lettres de milord Rodex pour servir à l’histoire des mœurs du dix-huitième siècle	mœurs	isabout	mœurs 
68.8	ti	Le nouveau père de famille, histoire traduite de l’anglois par l’auteur de l’Orphelin normand	famille	isabout	famille
68.9	ti	Sensible et Constant ou le véritable amour	amour	isabout	amour
69.13	ti	Sélicourt, nouvelle, par M. d’Arnaud	cour	isabout	cour
69.18	ti	Contes philosophiques et moraux, par M. de La Dixmerie, nouvelle édition corrigée & augmentée	philosophiques	isabout	philosophie
69.2	ti	Apolline et Dancourt, histoire véritable par M. H.D.L.	cour	isabout	cour
69.24	ti	Mémoires de miss Fanny Palmer, histoire galante, politique et morale, en trois parties, par le colonel chevalier de Champigny	galant	isabout	galanterie
69.24	ti	Mémoires de miss Fanny Palmer, histoire galante, politique et morale, en trois parties, par le colonel chevalier de Champigny	politique	isabout	politique
69.24	ti	Mémoires de miss Fanny Palmer, histoire galante, politique et morale, en trois parties, par le colonel chevalier de Champigny	morale	isabout	morale
69.27	ti	La nature vengée ou la réconciliation imprévue, par M. C**	nature	isabout	nature
69.29	ti	Mémoires pour servir à l’histoire de l’infortunée Julie et à celle de bien des autres, par M. Dacier, neveu du grand Dacier & colporteur de livres suivant la cour	cour	isabout	cour
69.30	ti	Dorval ou mémoires pour servir à l’histoire des mœurs du XVIIIe siècle	mœurs	isabout	mœurs 
69.32	ti	Les trois âges de l’amour ou le portefeuille d’un petit-maître	amour	isabout	amour
69.36	ti	Nadir, histoire orientale, roman moral et politique applicable aux mœurs du jour	politique	isabout	politique
69.36	ti	Nadir, histoire orientale, roman moral et politique applicable aux mœurs du jour	mœurs	isabout	mœurs 
69.44	ti	Lettres d’un philosophe sensible publiées par M. de Lacroix	sensible	isabout	sentimentalisme
69.50	ti	La fille naturelle	nature	isabout	nature
69.52	ti	Le pied de Fanchette ou l’orpheline française, histoire intéressante et morale	morale	isabout	morale
69.53	ti	Le pomographe ou idées d’un honnête-homme sur un projet de réglement pour les prostituées, propre à prévenir les malheurs qu’occasionne le publicisme des femmes, avec des notes historiques et justificatives	malheurs	isabout	malheur
69.54	ti	Lettres de Cécile à Julie ou les combats de la nature, nouvelle édition augmentée de plusieurs lettres	nature	isabout	nature
69.55	ti	Les vicissitudes de la fortune ou cours de morale mise en action pour servir à l’histoire de l’humanité	morale	isabout	morale
69.55	ti	Les vicissitudes de la fortune ou cours de morale mise en action pour servir à l’histoire de l’humanité	cour	isabout	cour
69.60	ti	Adélaïde ou l’amour et le repentir, anecdote volée par M. D.M.	amour	isabout	amour
69.64	ti	Voyage sentimental par M. Stem (sic), sous le nom d’Yorick, traduit de l’anglois par M. Frénais	sentimental	isabout	sentiment
69.65	ti	Les amours de Lucile et de Doligny	amour	isabout	amour
69.70	ti	Les aventures merveilleuses de Don Sylvio de Rosalva, par l’auteur de l’Histoire d’Agatlton traduit (sic) de l’allemand	merveille	isabout	miracle
69.8	ti	Les malheurs utiles ou l’ambitieux corrigé, anecdote historique & morale	malheurs	isabout	malheur
69.8	ti	Les malheurs utiles ou l’ambitieux corrigé, anecdote historique & morale	morale	isabout	morale
69.9	ti	Mémoires de monsieur d’Ablincourt et de mademoiselle de Saint-Simon	cour	isabout	cour
70.1	ti	Les amours de Cartouche ou les aventures singulières et galantes de cet homme trop célèbre, d’après le manuscrit trouvé à la Bastille	galant	isabout	galanterie
70.1	ti	Les amours de Cartouche ou les aventures singulières et galantes de cet homme trop célèbre, d’après le manuscrit trouvé à la Bastille	amour	isabout	amour
70.14	ti	Le père avare ou les malheurs de l’éducation, contenant une idée de ceux de la colonie de l’isle de C***	éducation	isabout	éducation
70.14	ti	Le père avare ou les malheurs de l’éducation, contenant une idée de ceux de la colonie de l’isle de C***	malheurs	isabout	malheur
70.17	ti	Trop long, conte très court	cour	isabout	cour
70.18	ti	Vénus en rut ou la vie d’une célèbre libertine	libertin	isabout	libertinage
70.22	ti	Le négociant infortuné ou le père de famille malheureux, par monsieur D’Artois, curé de Moléans	famille	isabout	famille
70.22	ti	Le négociant infortuné ou le père de famille malheureux, par monsieur D’Artois, curé de Moléans	malheur	isabout	malheur
70.37	ti	Le Diogène moderne ou le désapprobateur, tiré en partie des manuscrits de sir Charles Wolban & de sa correspondance avec sir George Bedfort, sir Olivier Stewert, &c., sur différens sujets de littérature, de morale & de philosophie, par M. L. Castilhon.	morale	isabout	morale
70.37	ti	Le Diogène moderne ou le désapprobateur, tiré en partie des manuscrits de sir Charles Wolban & de sa correspondance avec sir George Bedfort, sir Olivier Stewert, &c., sur différens sujets de littérature, de morale & de philosophie, par M. L. Castilhon.	correspondance	isabout	correspondance littéraire
70.40	ti	Lieb-Rose ou l’épreuve de la vertu, histoire scythe, traduite de l’allemand par M. le chevalier de ***	vertu	isabout	vertu
70.46	ti	Mémoires de M. le marquis de S. Forlaix, recueillis dans les lettres de sa famille par M. Framery	famille	isabout	famille
70.47	ti	Les familles de Darius et d’Hidarne ou Statira et Amestris, histoire persane	famille	isabout	famille
70.55	ti	Les étrangers en Suisse ou aventures de Mr. de Tarlo et de ses amis, histoire morale & intéressante, traduite de l’allemand	morale	isabout	morale
70.58	ti	Les Américaines ou la preuve de la religion chrétienne par les lumières naturelles, par Mde Le Prince de Beaumont, première édition, faite au dépens de l’auteur	nature	isabout	nature
70.60	ti	Les militaires au-dela du Gange, par M. de Lo-Looz, chevalier de l’ordre royal & militaire de Saint-Louis	militaire	isabout	militaire
70.66	ti	Dinville ou les catastrophes amoureuses, histoire invraisemblable par l’auteur du Duo interrompu	amour	isabout	amour
70.76	ti	Les deux frères, histoire morale	morale	isabout	morale
70.77	ti	Voyage à Ccilan ou les philosophes voyageurs, ouvrage publié par Hcnriquès Pangrapho, maître ès-arts de l’Université de Salamanque	voyage	isabout	voyage
71.1	ti	Les amours d’Astarté	amour	isabout	amour
71.17	ti	Le dépit et le voyage, poème, avec des notes, suivi des Lettres vénitiennes	voyage	isabout	voyage
71.18	ti	Histoires édifiantes et curieuses tirées des meilleurs auteurs, avec des réflexions morales sur les différents sujets, par l’auteur de Mme élevée à Dieu	morale	isabout	morale
71.19	ti	L’élève de la nature, nouvelle édition augmentée d’un volume & ornée de figures en taille-douce	nature	isabout	nature
71.24	ti	Mémoires d’un Américain, avec une description de la Prusse et de l’isle de Saint Domingue, par l’auteur des Lettres d’Affi à Zurac & de celles d’un Philosophe sensible	sensible	isabout	sentimentalisme
71.28	ti	Relation singulière ou le courrier des Champs Elisées	cour	isabout	cour
71.30	ti	Lettres du chevalier d’Origny à son ami Mercourt	cour	isabout	cour
71.32	ti	L’homme juste à la cour ou les mémoires du C.D.R.	cour	isabout	cour
71.34	ti	Le temple de l’hymen dédié à l’amour, suivi d’une anecdote véritable	amour	isabout	amour
71.41	ti	Zéphirine ou l’époux libertin, anecdote volée par l’auteur d’Adélaïde	libertin	isabout	libertinage
71.47	ti	Louise ou le pouvoir de la vertu du sexe, conte moral, traduit de l’allemand par M. Junker de l’Académie des belles-lettres de Goettingen	vertu	isabout	vertu
71.7	ti	La femme malheureuse ou histoire d’Elise Windham, racontée par elle-même dans un voyage de Salisbury à Londres.	malheur	isabout	malheur
71.7	ti	La femme malheureuse ou histoire d’Elise Windham, racontée par elle-même dans un voyage de Salisbury à Londres.	voyage	isabout	voyage
71.8	ti	L’hirondelle de Carême ou le pouvoir de l’amour	amour	isabout	amour
72.1	ti	Adélaïde ou le triomphe de l’amour et de la vertu	amour	isabout	amour
72.1	ti	Adélaïde ou le triomphe de l’amour et de la vertu	vertu	isabout	vertu
72.12	ti	Mémoires d’un Languedocien, contenant des voyages, des avantures et des événements curieux et intéressants, des combats, des intrigues galantes & des réflexions propres à faire connoitre le danger des passions de la jeunesse, par le détail même de leurs causes & de leurs effets, par Mr. B******d, de Montpellier	galant	isabout	galanterie
72.12	ti	Mémoires d’un Languedocien, contenant des voyages, des avantures et des événements curieux et intéressants, des combats, des intrigues galantes & des réflexions propres à faire connoitre le danger des passions de la jeunesse, par le détail même de leurs causes & de leurs effets, par Mr. B******d, de Montpellier	voyages	isabout	voyage
72.12	ti	Mémoires d’un Languedocien, contenant des voyages, des avantures et des événements curieux et intéressants, des combats, des intrigues galantes & des réflexions propres à faire connoitre le danger des passions de la jeunesse, par le détail même de leurs causes & de leurs effets, par Mr. B******d, de Montpellier	passion	isabout	passion
72.13	ti	Les amours de l’Ange-lure, roman historique par Mr. le marquis de B*****	amour	isabout	amour
72.15	ti	Voyage de la raison en Europe, par l’auteur des Lettres récréatives et morales Compiègne, Louis	morale	isabout	morale
72.2	ti	Ecole de la vertu ou lettres morales utiles à toutes personnes pour se conduire dans le monde, principalement à la jeunesse	morale	isabout	morale
72.2	ti	Ecole de la vertu ou lettres morales utiles à toutes personnes pour se conduire dans le monde, principalement à la jeunesse	vertu	isabout	vertu
72.21	ti	Le philosophe du Valais ou correspondance philosophique avec des observations de l’éditeur	correspondance	isabout	correspondance littéraire
72.24	ti	Les caprices de l’amour et de l’amitié, anecdote angloise, suivie d’une petite anecdote allemande	amour	isabout	amour
72.25	ti	Les mœurs du jour ou histoire de sir William Harrington, écrite du vivant de M. Richardson, éditeur de Paméla, Clarisse & Grandison, revue & retouchée par lui sur le manuscrit de l’auteur, traduction de l’anglois	mœurs	isabout	mœurs 
72.3	ti	Lettres d’elle et de lui par une dame de la cour qui n’est pas * d’une académie	cour	isabout	cour
72.4	ti	Lindor ou les excès de l’amour, lettres	amour	isabout	amour
72.7	ti	? éd. par Georg Adam JUNKER et Recueil historique ou choix de pièces morales, instructives et amusantes en françois et en allemand pour l’usage des amateurs des deux langues. On y a joint l’Histoire de la pucelle d’Orléans, tirée de l’Histoire de France de Velly. Par M. Junker, de l’Académie des belles-lettres de Gôttingue & professeur de la langue allemande à Paris	morale	isabout	morale
73.10	ti	Le porte-feuille amusant ou nouvelles variétés littéraires par l’auteur de l’Élève de la nature	nature	isabout	nature
73.11	ti	Les heureux malheurs ou Adélaïde de Wolver, par M. B***	malheurs	isabout	malheur
73.12	ti	Les aventures d’Abdalla ou son voyage à l’isle de Borico, traduction de l’arabe, nouvelle édition, ornée de figures en taille-douce	voyage	isabout	voyage
73.18	ti	Le triomphe de l’amour sur les mœurs de ce siècle ou lettres du marquis de Murcin au commandeur de Saint-Brice	amour	isabout	amour
73.18	ti	Le triomphe de l’amour sur les mœurs de ce siècle ou lettres du marquis de Murcin au commandeur de Saint-Brice	mœurs	isabout	mœurs 
73.28	ti	L’amour vengé, conte allégorique au sujet du mariage de monsieur le comte d’Artois	amour	isabout	amour
73.31	ti	La femme dans les trois états de fille, d’épouse et de mère, histoire morale, comique & véritable	morale	isabout	morale
73.4	ti	Roman philosophique ou traité de morale moderne	morale	isabout	morale
73.8	ti	La voix de la nature ou mémoires de Rose et de Sainval *	nature	isabout	nature
74.12	ti	La gazette de Cythère ou aventures galantes et récentes arrivées dans les principales villes de l’Europe, traduite de l’anglais, à la fin de laquelle on a joint le Précis historique de la vie de Mad. la comtesse du Barry	galant	isabout	galanterie
74.17	ti	Les amans vertueux ou lettres d’une jeune dame écrites de la campagne à son amie à Londres, ouvrage traduit de l’anglois	vertu	isabout	vertu
74.19	ti	La constance inimitable ou les amours de Lindor et d’Ana-créonte, conte moral imité de M. Marmontel par Mr J.P.M. Cl***	amour	isabout	amour
74.2	ti	Lejeune philosophe ou lettres amoureuses de Florival et de * Sophie	amour	isabout	amour
74.24	ti	Le duel et l’Amitié à l’épreuve de l’amour-propre et de l’amour, contes moraux	amour	isabout	amour
74.3	ti	La nouvelle Thérèse ou la protestante philosophe, histoire sérieuse et galante	galant	isabout	galanterie
74.6	ti	Le triomphe de la vertu par M. D’....	vertu	isabout	vertu
75.1	ti	Les amours malheureux d’un Vendéen	malheur	isabout	malheur
75.1	ti	Les amours malheureux d’un Vendéen	amour	isabout	amour
75.17	ti	Lectures pour les enfans ou choix de petits contes également propres à les amuser & à leur faire aimer la vertu	vertu	isabout	vertu
75.1bis	ti	L’amour vainqueur du vice ou lettres du marquis de Cousanges	amour	isabout	amour
75.25	ti	Colette ou la vertu couronnée par l’amour, conte moral, par M. Compan	amour	isabout	amour
75.25	ti	Colette ou la vertu couronnée par l’amour, conte moral, par M. Compan	vertu	isabout	vertu
75.25	ti	Colette ou la vertu couronnée par l’amour, conte moral, par M. Compan	cour	isabout	cour
75.30	ti	Le philosophe sans prétention ou l’homme rare, ouvrage physique, chymique, politique et moral, dédié aux savans par M. D.L.F.	politique	isabout	politique
75.34	ti	L’homme et la femme sensibles, traduit de l’anglois	sensible	isabout	sentimentalisme
75.35	ti	L’homme sensible, traduit de l’anglois par M. de St-Ange	sensible	isabout	sentimentalisme
75.39	ti	Extrait du journal de mes voyages ou histoire d’un jeune homme pour servir d’école aux pères et mères, par M. Pahin de La Blancheric	voyages	isabout	voyage
75.46	ti	Nouveaux mélanges philosophiques, historiques, critiques, &c &c, dix-septième partie	philosophiques	isabout	philosophie
76.1	ti	Les avantures trop amoureuses ou Elisabeth Chudleigh, ex-m duchesse douairière de Kingston, aujourd’hui comtesse de Bristol, et la marquise de La Touche sur la scène du monde, avec d’autres anecdotes pour servir d’instructions à ceux qui en ont besoin & d’amusemens aux autres	amour	isabout	amour
76.10bis	ti	Les momens perdus ou l’histoire d’Adélaïde, anecdote morale	morale	isabout	morale
76.18	ti	Œuvres badines et morales de M. *******	morale	isabout	morale
76.30	ti	Les égarements de l’amour ou lettres de Fanéli et de Milfort, par M. Imbert	amour	isabout	amour
76.4	ti	Les décisions de Cythère ou le code de l’amour, ouvrage curieux & galant par une femme de belles-lettres	galant	isabout	galanterie
76.4	ti	Les décisions de Cythère ou le code de l’amour, ouvrage curieux & galant par une femme de belles-lettres	amour	isabout	amour
76.42	ti	Le Fin-Matois ou histoire du Grand-Taquin, traduite de l’espagnol de Quévédo, avec des notes historiques et politiques, nécessaires pour la parfaite intelligence de cet auteur	politique	isabout	politique
76.48	ti	Anecdotes de la cour et du règne d’Edouard II, roi d’Angleterre, par Mde L.M.D.T. et Mde E.D.B.	cour	isabout	cour
76.7	ti	Eloge funèbre et historique de très-court, très-épais et tout-m adroit citoyen monsieur maître Nicodéme Pantoléon Tire- Point, bourgeois de Paris, maître & marchand tailleur d’habits, ancien juré de sa communauté, ancien marguillier de sa paroisse, membre de la première & de la plus nombreuse confrairie de tous les royaumes, &c. &c., prononcé le 3 juin 1776 par Boniface Prët-à-boire, son premier garçon & associé	cour	isabout	cour
77.1	ti	Eulalie ou les dernières volontés de l’amour, anecdote récente publiée par madame de V*** qui en est l’héroïne	amour	isabout	amour
77.14	ti	De l’éducation des princes destinés au trône, par Mr. Basedow, traduit de l’allemand par Mr. de B***	éducation	isabout	éducation
77.15bis	ti	Le Thévenon ou les journées de la montagne, par M.E. Bertrand, conseiller-privé de la cour de Pologne, membre de plusieurs Académies des sciences, &c. &c. &c.	cour	isabout	cour
77.19	ti	Vie privée et criminelle d’Antoine-François Desrues, contenant les particularités de sa jeunesse, ses mauvaises inclinations, son insigne hypocrisie, & le détail des manoeuvres abominables & des crimes atroces commis, de dessein prémédité, par ce scélérat, envers la dame de Lamotte & son fils	criminel	isabout	crime
77.2	ti	Lettres galantes et philosophiques de deux nones publiées par un apôtre du libertinage, avec des notes	galant	isabout	galanterie
77.2	ti	Lettres galantes et philosophiques de deux nones publiées par un apôtre du libertinage, avec des notes	libertin	isabout	libertinage
77.2	ti	Lettres galantes et philosophiques de deux nones publiées par un apôtre du libertinage, avec des notes	philosophiques	isabout	philosophie
77.3	ti	Le monialisme, histoire galante écrite par une ex-religieuse de l’abbaye où se sont passées les aventures	galant	isabout	galanterie
77.32	ti	Mémoires philosophiques du baron de ***, grand chambellan de Sa Majesté l’Impératrice Reine Vienne en	philosophiques	isabout	philosophie
77.33	ti	Pensées philosophiques en françois et en italien, auxquelles on a ajouté un Entretien d’un philosophe avec Mde la duchesse de ***, ouvrage posthume de Thomas Crudeli, en italien et en françois, par le même auteur	philosophiques	isabout	philosophie
77.35	ti	Le libertin devenu vertueux ou mémoires du comte D’***	libertin	isabout	libertinage
77.35	ti	Le libertin devenu vertueux ou mémoires du comte D’***	vertu	isabout	vertu
77.38	ti	Aristide, par M. l’abbé Duval-Pyrau, conseiller de la cour de S.A.S. Monseigneur le landgrave & prince de Hesse-Hombourg & membre de plusieurs académies & sociétés littéraires	cour	isabout	cour
77.40	ti	L’académie militaire ou les héros subalternes, nouvelle édition revue et augmentée avec figures, par un auteur suivant l’armée	militaire	isabout	militaire
77.41	ti	Les passions du jeune Werther, ouvrage traduit de l’allemand de M. Goethe par monsieur	passion	isabout	passion
77.47	ti	Soirées de mélancolie, par M. L***	mélancolie	isabout	mélancolie
77.52	ti	La paysanne pervertie ou les mœurs des grandes villes, mémoires de Jeannette R***, recueillis de ses lettres & de celles des personnes qui ont eu part aux principaux évène-mens de sa vie, mis au jour par M. Nougaret	mœurs	isabout	mœurs 
77.53	ti	Les malheurs de la jeune Émélie pour servir d’instruction aux âmes vertueuses et sensibles, par madame la présidente d’Ormoy	sensible	isabout	sentimentalisme
77.53	ti	Les malheurs de la jeune Émélie pour servir d’instruction aux âmes vertueuses et sensibles, par madame la présidente d’Ormoy	malheurs	isabout	malheur
77.53	ti	Les malheurs de la jeune Émélie pour servir d’instruction aux âmes vertueuses et sensibles, par madame la présidente d’Ormoy	vertu	isabout	vertu
77.56	ti	Le quadragénaire ou l’âge de renoncer aux passions, histoire utile à plus d’un lecteur	passion	isabout	passion
77.58	ti	Premier et second voyages de mylord de *** à Paris, contenant la Quinzaine anglaise et le retour de mylord dans cette capitale après sa majorité par le Ch. R***	voyages	isabout	voyage
77.59	ti	Les amours d’Elmire et Calisto ou la fatale succession, traduits (sic) de l’anglois par C.H. Nirel L.M.	amour	isabout	amour
78.11	ti	La vertu chancelante ou la vie de mademoiselle d’Amincourt, dédiée au roi de Prusse	vertu	isabout	vertu
78.11	ti	La vertu chancelante ou la vie de mademoiselle d’Amincourt, dédiée au roi de Prusse	cour	isabout	cour
78.16	ti	Le prix de la vertu, roman moral par M. Bocquillon	vertu	isabout	vertu
78.19	ti	M. l’abbé Duval-Pyrau, conseiller de la cour de son Altesse sérénissime monseigneur le landgrave & prince de Hesse Hombourg & membre de plusieurs académies & sociétés littéraires	cour	isabout	cour
78.22	ti	Le nouveau Gil Blas ou mémoires d’un homme qui a passé par les épreuves les plus dures de la vertu, trad. de l’allemand de Mr. Hertzberg, professeur de l’Université de Strasbourg, par C.H. Nirel	vertu	isabout	vertu
78.23	ti	Rêveries philosophiques par M. Imbert	philosophiques	isabout	philosophie
78.25	ti	Le temple de l’amour et de l’hymen, accompagné de morceaux de littérature traduits de l’anglois et de l’italien par M. Le Prévost d’Exmes	amour	isabout	amour
78.28	ti	Correspondance d’un jeune militaire ou mémoires du marquis de Luzigni et d’Hortense de Saint Just	militaire	isabout	militaire
78.29	ti	Le voyage forcé, ou manière de tirer avantage des circonstances, tiré des mémoires d’un homme de lettres qui a fait un long séjour en Angleterre & en a observé les mœurs & les usages, par C.H. Nirel, L.M.	voyage	isabout	voyage
78.29	ti	Le voyage forcé, ou manière de tirer avantage des circonstances, tiré des mémoires d’un homme de lettres qui a fait un long séjour en Angleterre & en a observé les mœurs & les usages, par C.H. Nirel, L.M.	mœurs	isabout	mœurs 
78.35	ti	Contes et nouvelles, par M. Willemain d’Abancourt	cour	isabout	cour
78.5	ti	Philémon ou entretiens sur divers sujets intéressans de morale ou l’Anti-Bélisaire, par M. de S. H*‘*	morale	isabout	morale
79.16	ti	Contes philosophiques et moraux	philosophiques	isabout	philosophie
79.18	ti	Les deux frères ou la famille comme il y en a tant, par M. Imbert	famille	isabout	famille
79.24	ti	Histoire de la vertueuse Portugaise V. 72.24bis	vertu	isabout	vertu
79.27	ti	Contes orientaux ou les récits du sage Caleb, voyageur persan, par mademoiselle M * * * Constantinople &	voyage	isabout	voyage
80.1	ti	Anecdotes secrètes de la cour du czar Pierre le grand et de Catherine son épouse	cour	isabout	cour
80.12	ti	Le voyage de Galeg dans la ville de Yenef, extrait des mémoires des Bramines & traduit de l’indous par un des missionnaires de la Société muette de la Modération, nouvelle édition	voyage	isabout	voyage
80.13	ti	Extrait de Roland l’amoureux de Mathéo Maria Boyardo. comte de Scandiano, par M. le comte de Tressan	amour	isabout	amour
80.20	ti	Mémoires de Clarence Wclldonc ou le pouvoir de la vertu, histoire angloise, par madame de Malarme	vertu	isabout	vertu
80.28	ti	Les amours de Roger et de Gertrude, par Mme Riccoboni, par ordre de Mgr le comte d’Artois	amour	isabout	amour
80.4	ti	Galerie de tableaux ou contes nouveaux par un descendant de Jean Boccace pour servir à l’éducation du beau sexe	éducation	isabout	éducation
80.6	ti	Julie Benson ou l’innocence opprimée, histoire où l’on montre par des faits authentiques le danger des passions déréglées & du ressentiment des femmes, traduite de l’anglais	passion	isabout	passion
80.7	ti	Amour vainqueur des préjugés et couronné par la bienfaisance ou mémoires du comte de Rosnay & du marquis d’Orronville, ouvrage posthume de M. le marquis d’Argens	cour	isabout	cour
81.10	ti	L’aveugle par amour, par l’auteur de Stéphanie & de l’Abailard supposé	amour	isabout	amour
81.15	ti	Lettres du chevalier de Saint-Alme et de mademoiselle de Melcourt, par mademoiselle de ***	cour	isabout	cour
81.16	ti	Nouveaux mélanges sur différens sujets, contenant des essais dramatiques, philosophiques et littéraires	philosophiques	isabout	philosophie
81.22	ti	Entretiens d’Angélique, pour exciter les jeunes personnes du sexe à l’amour & à la pratique de la vertu, par une jeune demoiselle	amour	isabout	amour
81.22	ti	Entretiens d’Angélique, pour exciter les jeunes personnes du sexe à l’amour & à la pratique de la vertu, par une jeune demoiselle	vertu	isabout	vertu
81.27	ti	La morale des sens ou l’homme du siècle, extrait des mémoires de M. le chevalier de Barville, rédigés par M. M ... D.M.	morale	isabout	morale
81.28	ti	Le lama amoureux, conte oriental	amour	isabout	amour
81.8	ti	Vituline ou la courtisane insolente, conte moral	cour	isabout	cour
82.1	ti	Asmodée ou l’amour en exil, lettre qui peut servir de supplément au Diable-Boiteux	amour	isabout	amour
82.18	ti	Recueil pour servir de suite aux Lectures pour les enfans & les jeunes-gens ou choix de petits contes également propres à les amuser & à leur inspirer le goût de la vertu	vertu	isabout	vertu
82.24	ti	"Les ressources de la vertu, par fauteur des Mémoires de milady B**"""	vertu	isabout	vertu
82.3	ti	Les aventures galantes de quelques enfans de Loyola, avec figures	galant	isabout	galanterie
82.32	ti	Mizrim ou le sage à la cour, histoire égyptienne	cour	isabout	cour
82.34	ti	Histoire des révolutions de Taiti, avec le tableau du gouvernement, des mœurs, des arts & de la religion des habitans de cette lie, par messire Poutavery, Grand-Earée de Ta’iti, ouvrage traduit du taitien en français par mademoiselle B.D.B.D.B.	mœurs	isabout	mœurs 
82.37	ti	Corps d’extraits de romans de chevalerie, par M. le comte de Tressan, de l’Académie françoise	chevalerie	isabout	chevalerie
82.38	ti	Les aveux d’une femme galante ou lettres de madame la marquise de à myladi Fanny Stapelton	galant	isabout	galanterie
82.39	ti	Traduction nouvelle des oeuvres de Virgile, avec des notes et des discours préliminaires par M. Le Blond	cour	isabout	cour
82.4	ti	La courtisane convertie ou l’âge d’or à Bamboul, par un Talapoin	cour	isabout	cour
82.40	ti	Le village de Munster, nouvelle traduction de l’anglois en deux volumes	village	isabout	village
82.5	ti	L’heureuse infidélité ou mémoires du chevalier de Raucourt	cour	isabout	cour
82.9	ti	Les plaisirs de l’amour ou recueil de contes, histoires et poèmes galans Chez	amour	isabout	amour
83.1	ti	La belle Cauchoise ou mémoires d’une jolie Normande devenue courtisane célèbre, ouvrage pour servir de suite à tous les ouvrages de la philosophie de la nature, par un auteur critico-satirico-dramaturgique	nature	isabout	nature
83.1	ti	La belle Cauchoise ou mémoires d’une jolie Normande devenue courtisane célèbre, ouvrage pour servir de suite à tous les ouvrages de la philosophie de la nature, par un auteur critico-satirico-dramaturgique	cour	isabout	cour
83.14	ti	Délassemens de l’homme sensible ou anecdotes diverses, par M. d’Arnaud	sensible	isabout	sentimentalisme
83.17	ti	La morale en action ou élite de faits mémorables et d’anecdotes instructives, propres à faire aimer la vertu & à former les jeunes gens dans l’art de la narration, ouvrage utile à messieurs les élèves des écoles militaires & des collèges	morale	isabout	morale
83.17	ti	La morale en action ou élite de faits mémorables et d’anecdotes instructives, propres à faire aimer la vertu & à former les jeunes gens dans l’art de la narration, ouvrage utile à messieurs les élèves des écoles militaires & des collèges	vertu	isabout	vertu
83.17	ti	La morale en action ou élite de faits mémorables et d’anecdotes instructives, propres à faire aimer la vertu & à former les jeunes gens dans l’art de la narration, ouvrage utile à messieurs les élèves des écoles militaires & des collèges	militaire	isabout	militaire
83.2	ti	Le criminel sans le savoir, roman historique et poétique	criminel	isabout	crime
83.21	ti	Alexandrine ou l’amour est une vertu, par mademoiselle de S***	amour	isabout	amour
83.21	ti	Alexandrine ou l’amour est une vertu, par mademoiselle de S***	vertu	isabout	vertu
83.22	ti	Le mari sentimental ou le mariage comme il y en a quelques-uns, lettres d’un homme du pays de Vaud écrites en	sentimental	isabout	sentiment
83.23	ti	Ancienne chronique de Gérard d’Euphrate, duc de Bourgogne, traitant pour la plupart son origine, jeunesse, amours & chevalereux faits d’armes, avec rencontres & aventures merveilleuses de plusieurs chevaliers & grands seigneurs de son temps, extraite de l’édition de Paris 1549, in-folio, remise en françois moderne & augmentée de la conclusion de ce roman	merveille	isabout	miracle
83.23	ti	Ancienne chronique de Gérard d’Euphrate, duc de Bourgogne, traitant pour la plupart son origine, jeunesse, amours & chevalereux faits d’armes, avec rencontres & aventures merveilleuses de plusieurs chevaliers & grands seigneurs de son temps, extraite de l’édition de Paris 1549, in-folio, remise en françois moderne & augmentée de la conclusion de ce roman	amour	isabout	amour
83.25	ti	Le triomphe de la nature, roman nouveau	nature	isabout	nature
83.29	ti	Les aventures de Mathurin Bonice, premier habitant de l’isle de l’esclavage, ancien ministre du roi de Zanfara, tirées de scs mémoires par un académicien des Arcades	esclavage	isabout	esclavage
83.34	ti	Les amours de Daphnis et Chloé, traduction nouvelle	amour	isabout	amour
83.36	ti	Geneviève de Cornouailles et le Damoisel sans nom, roman de chevalerie, par M. de Mayer	chevalerie	isabout	chevalerie
83.39	ti	Sigevart, dedie aux âmes sensibles	sensible	isabout	sentimentalisme
83.4	ti	Les équipées de l’amour ou les aventures d’Abar-Tucdoc, histoire très morale et de tous les temps	amour	isabout	amour
83.4	ti	Les équipées de l’amour ou les aventures d’Abar-Tucdoc, histoire très morale et de tous les temps	morale	isabout	morale
83.43	ti	Léonard et Gertrude ou les mœurs villageoises, telles qu’on les retrouve à la ville & à la cour, histoire morale traduite de l’allemand, avec douze estampes dessinées & gravées par D. Chodowiecki	morale	isabout	morale
83.43	ti	Léonard et Gertrude ou les mœurs villageoises, telles qu’on les retrouve à la ville & à la cour, histoire morale traduite de l’allemand, avec douze estampes dessinées & gravées par D. Chodowiecki	mœurs	isabout	mœurs 
83.43	ti	Léonard et Gertrude ou les mœurs villageoises, telles qu’on les retrouve à la ville & à la cour, histoire morale traduite de l’allemand, avec douze estampes dessinées & gravées par D. Chodowiecki	village	isabout	village
83.43	ti	Léonard et Gertrude ou les mœurs villageoises, telles qu’on les retrouve à la ville & à la cour, histoire morale traduite de l’allemand, avec douze estampes dessinées & gravées par D. Chodowiecki	cour	isabout	cour
83.44	ti	La promenade de province, nouvelle, avec les voyages d’Oromasis dans l’isle de la bienveillance et dans la planete de Mercure	voyages	isabout	voyage
83.46	ti	Emilie Corbett ou les malheurs d’une guerre civile, roman politique, à l’occasion de la dernière guerre entre l’Angleterre et ses colonies, traduit de l’anglois sur la quatrième édition	politique	isabout	politique
